Trial,Mass (g),Load Cell Reading
26,1300,285086.00
26,1300,285066.00
26,1300,285018.00
26,1300,285025.00
26,1300,285044.00
26,1300,285071.00
26,1300,285064.00
26,1300,285032.00
26,1300,285065.00
26,1300,285082.00
26,1300,285065.00
26,1300,285031.00
26,1300,285044.00
26,1300,285070.00
26,1300,285091.00
26,1300,285090.00
26,1300,285084.00
26,1300,285034.00
26,1300,285007.00
26,1300,285009.00
26,1300,285031.00
26,1300,285034.00
26,1300,285028.00
26,1300,285077.00
26,1300,285076.00
26,1300,285009.00
26,1300,285017.00
26,1300,285040.00
26,1300,285050.00
26,1300,285117.00
26,1300,285085.00
26,1300,285027.00
26,1300,285020.00
26,1300,285043.00
26,1300,285055.00
27,1400,307133.00
27,1400,307099.00
27,1400,307098.00
27,1400,307134.00
27,1400,307138.00
27,1400,307141.00
27,1400,307098.00
27,1400,307099.00
27,1400,307099.00
27,1400,307098.00
27,1400,307110.00
27,1400,307118.00
27,1400,307136.00
27,1400,307151.00
27,1400,307150.00
27,1400,307122.00
27,1400,307096.00
27,1400,307103.00
27,1400,307116.00
27,1400,307123.00
27,1400,307110.00
27,1400,307107.00
27,1400,307119.00
27,1400,307104.00
27,1400,307061.00
27,1400,307028.00
27,1400,307072.00
27,1400,307109.00
27,1400,307138.00
27,1400,307136.00
27,1400,307130.00
27,1400,307115.00
27,1400,307112.00
27,1400,307098.00
27,1400,307107.00
27,1400,307102.00
27,1400,307115.00
27,1400,307091.00
27,1400,307093.00
27,1400,307115.00
27,1400,307113.00
27,1400,307092.00
27,1400,307117.00
27,1400,307076.00
27,1400,307079.00
27,1400,307105.00
27,1400,307100.00
27,1400,307097.00
27,1400,307102.00
27,1400,307100.00
27,1400,307090.00
27,1400,307108.00
27,1400,307091.00
27,1400,307111.00
27,1400,307096.00
27,1400,307115.00
27,1400,307126.00
27,1400,307138.00
27,1400,307104.00
27,1400,307096.00
27,1400,307117.00
27,1400,307109.00
27,1400,307122.00
27,1400,307115.00
27,1400,307096.00
27,1400,307149.00
27,1400,307096.00
27,1400,307070.00
27,1400,307102.00
27,1400,307112.00
27,1400,307110.00
27,1400,307063.00
27,1400,307034.00
27,1400,307092.00
27,1400,307139.00
27,1400,307087.00
27,1400,307064.00
27,1400,307075.00
27,1400,307082.00
27,1400,307122.00
27,1400,307136.00
27,1400,307095.00
27,1400,307089.00
27,1400,307096.00
27,1400,307100.00
27,1400,307091.00
27,1400,307115.00
27,1400,307115.00
27,1400,307119.00
27,1400,307128.00
27,1400,307085.00
27,1400,307069.00
27,1400,307089.00
27,1400,307098.00
27,1400,307137.00
27,1400,307145.00
27,1400,307106.00
27,1400,307065.00
27,1400,307081.00
27,1400,307126.00
27,1400,307154.00
27,1400,307121.00
27,1400,307133.00
27,1400,307154.00
27,1400,307153.00
27,1400,307118.00
27,1400,307106.00
27,1400,307094.00
27,1400,307098.00
27,1400,307122.00
27,1400,307144.00
27,1400,307133.00
27,1400,307094.00
27,1400,307086.00
28,1450,318085.00
28,1450,318071.00
28,1450,318084.00
28,1450,318070.00
28,1450,318049.00
28,1450,318085.00
28,1450,318096.00
28,1450,318110.00
28,1450,318099.00
28,1450,318080.00
28,1450,318070.00
28,1450,318034.00
28,1450,318064.00
28,1450,318093.00
28,1450,318114.00
28,1450,318121.00
28,1450,318118.00
28,1450,318117.00
28,1450,318077.00
28,1450,318074.00
28,1450,318082.00
28,1450,318014.00
28,1450,318094.00
28,1450,318133.00
28,1450,318125.00
28,1450,318093.00
28,1450,318080.00
28,1450,318075.00
28,1450,318058.00
28,1450,318084.00
28,1450,318051.00
28,1450,318086.00
28,1450,318122.00
28,1450,318096.00
28,1450,318105.00
28,1450,318077.00
28,1450,318089.00
28,1450,318110.00
28,1450,318085.00
28,1450,318123.00
28,1450,318100.00
28,1450,318092.00
28,1450,318052.00
28,1450,318048.00
28,1450,318074.00
28,1450,318075.00
28,1450,318091.00
28,1450,318084.00
28,1450,318068.00
28,1450,318066.00
28,1450,318066.00
28,1450,318037.00
28,1450,318026.00
28,1450,318088.00
28,1450,318129.00
28,1450,318128.00
28,1450,318103.00
28,1450,318091.00
28,1450,318061.00
28,1450,318047.00
28,1450,318052.00
28,1450,318078.00
28,1450,318093.00
28,1450,318050.00
28,1450,318066.00
28,1450,318095.00
28,1450,318040.00
28,1450,318038.00
28,1450,318079.00
28,1450,318055.00
28,1450,318056.00
28,1450,318124.00
28,1450,318125.00
28,1450,318098.00
28,1450,318076.00
28,1450,318065.00
28,1450,318040.00
28,1450,318041.00
28,1450,318039.00
28,1450,318040.00
28,1450,318051.00
28,1450,318046.00
28,1450,318075.00
28,1450,318069.00
28,1450,318082.00
28,1450,318063.00
28,1450,318043.00
28,1450,318074.00
28,1450,318097.00
28,1450,318109.00
28,1450,318089.00
28,1450,318058.00
28,1450,318042.00
28,1450,318052.00
28,1450,318021.00
28,1450,318041.00
28,1450,318049.00
28,1450,318072.00
28,1450,318055.00
28,1450,318040.00
28,1450,318038.00
28,1450,318058.00
28,1450,318078.00
28,1450,318066.00
28,1450,318106.00
28,1450,318112.00
28,1450,318075.00
28,1450,318060.00
28,1450,318077.00
28,1450,318098.00
28,1450,318097.00
28,1450,318107.00
28,1450,318111.00
28,1450,318080.00
29,1550,340090.00
29,1550,340130.00
29,1550,340110.00
29,1550,340136.00
29,1550,340099.00
29,1550,340058.00
29,1550,339989.00
29,1550,340070.00
29,1550,340109.00
29,1550,340048.00
29,1550,340109.00
29,1550,340148.00
29,1550,340159.00
29,1550,340067.00
29,1550,340082.00
29,1550,340082.00
29,1550,340077.00
29,1550,340054.00
29,1550,340068.00
29,1550,340198.00
29,1550,340059.00
29,1550,340096.00
29,1550,340098.00
29,1550,340096.00
29,1550,340143.00
29,1550,340062.00
29,1550,340122.00
29,1550,340090.00
29,1550,340102.00
29,1550,340050.00
29,1550,340123.00
29,1550,340080.00
29,1550,340091.00
29,1550,340149.00
29,1550,340049.00
29,1550,340113.00
29,1550,340108.00
29,1550,340087.00
29,1550,340019.00
29,1550,340089.00
29,1550,340114.00
29,1550,340070.00
29,1550,340093.00
29,1550,340093.00
29,1550,340068.00
29,1550,340070.00
29,1550,340119.00
29,1550,340114.00
29,1550,340133.00
29,1550,339998.00
29,1550,340173.00
29,1550,340052.00
29,1550,340071.00
29,1550,340103.00
29,1550,340077.00
29,1550,340128.00
29,1550,340132.00
29,1550,340120.00
29,1550,340094.00
29,1550,340075.00
29,1550,340083.00
29,1550,340057.00
29,1550,340104.00
29,1550,340087.00
29,1550,340069.00
29,1550,340033.00
29,1550,340017.00
29,1550,340035.00
29,1550,340016.00
29,1550,340064.00
29,1550,340129.00
29,1550,340113.00
29,1550,340074.00
29,1550,340083.00
29,1550,340079.00
29,1550,340106.00
29,1550,340121.00
29,1550,340098.00
29,1550,340081.00
29,1550,340041.00
29,1550,340074.00
29,1550,340019.00
29,1550,340056.00
29,1550,340070.00
29,1550,340105.00
29,1550,340135.00
29,1550,340103.00
29,1550,340135.00
29,1550,340089.00
29,1550,340086.00
29,1550,340077.00
29,1550,340100.00
29,1550,340080.00
29,1550,340083.00
29,1550,340162.00
29,1550,340065.00
29,1550,340113.00
29,1550,340038.00
29,1550,340050.00
29,1550,340091.00
29,1550,340067.00
29,1550,340049.00
29,1550,340038.00
29,1550,340043.00
29,1550,340104.00
29,1550,340102.00
29,1550,340072.00
29,1550,340082.00
29,1550,340101.00
29,1550,340057.00
29,1550,340083.00
29,1550,340075.00
29,1550,340086.00
29,1550,340046.00
30,1600,350981.00
30,1600,350976.00
30,1600,350986.00
30,1600,351032.00
30,1600,351097.00
30,1600,351078.00
30,1600,351070.00
30,1600,351092.00
30,1600,351014.00
30,1600,350943.00
30,1600,350974.00
30,1600,351032.00
30,1600,351074.00
30,1600,351123.00
30,1600,351046.00
30,1600,351020.00
30,1600,350999.00
30,1600,350988.00
30,1600,351073.00
30,1600,351103.00
30,1600,351106.00
30,1600,351084.00
30,1600,351048.00
30,1600,351057.00
30,1600,351032.00
30,1600,351039.00
30,1600,351078.00
30,1600,351105.00
30,1600,351091.00
30,1600,351055.00
30,1600,351018.00
30,1600,350988.00
30,1600,351009.00
30,1600,351083.00
30,1600,351120.00
30,1600,351111.00
30,1600,351087.00
30,1600,351045.00
30,1600,351029.00
30,1600,351001.00
30,1600,351033.00
30,1600,351075.00
30,1600,351062.00
30,1600,351067.00
30,1600,351046.00
30,1600,351001.00
30,1600,350985.00
30,1600,351036.00
30,1600,351075.00
30,1600,351090.00
30,1600,351102.00
30,1600,351090.00
30,1600,351064.00
30,1600,350990.00
30,1600,351022.00
30,1600,351078.00
30,1600,351067.00
30,1600,351090.00
30,1600,351083.00
30,1600,351077.00
30,1600,351038.00
30,1600,351038.00
30,1600,351038.00
30,1600,351092.00
30,1600,351088.00
30,1600,351102.00
30,1600,351095.00
30,1600,351054.00
30,1600,351006.00
30,1600,351037.00
30,1600,351064.00
30,1600,351076.00
30,1600,351072.00
30,1600,351064.00
30,1600,351050.00
30,1600,351042.00
30,1600,351044.00
30,1600,351070.00
30,1600,351095.00
30,1600,351072.00
30,1600,351066.00
30,1600,351095.00
30,1600,351020.00
30,1600,350980.00
30,1600,351006.00
30,1600,351008.00
30,1600,351050.00
30,1600,351097.00
30,1600,351068.00
30,1600,351017.00
30,1600,351017.00
30,1600,351048.00
30,1600,351032.00
30,1600,351061.00
30,1600,351122.00
30,1600,351103.00
30,1600,351040.00
30,1600,351024.00
30,1600,351043.00
30,1600,351047.00
30,1600,351084.00
30,1600,351059.00
30,1600,351083.00
30,1600,351092.00
30,1600,351045.00
30,1600,351031.00
30,1600,350979.00
30,1600,351013.00
30,1600,351103.00
30,1600,351084.00
30,1600,351072.00
30,1600,351061.00
30,1600,351017.00
30,1600,351029.00
